gene_id,module
evm.TU.Chr06.2726,grey
evm.TU.Chr01.1277,blue
evm.TU.Chr08.318,turquoise
evm.TU.Chr04.3126,grey
evm.TU.Chr01.2097,brown
evm.TU.Chr03.1609,grey
evm.TU.ctg279.159,grey
evm.TU.ctg279.6,grey
evm.TU.Chr01.966,brown
evm.TU.Chr04.1752,black
evm.TU.Chr01.3277,brown
evm.TU.Chr01.3273,grey
evm.TU.Chr10.258,green
evm.TU.Chr01.1613,red
evm.TU.Chr04.1269,blue
evm.TU.Chr01.295,grey
evm.TU.Chr04.455,brown
evm.TU.Chr03.1620,green
evm.TU.Chr01.1432,red
evm.TU.Chr04.1846,brown
evm.TU.Chr09.242,grey
evm.TU.Chr01.1528,brown
evm.TU.Chr07.2429,green
evm.TU.Chr09.286,turquoise
evm.TU.Chr04.2966,turquoise
evm.TU.Chr03.1809,red
evm.TU.Chr02.2212,turquoise
evm.TU.Chr04.1177,yellow
evm.TU.ctg2.256,brown
evm.TU.Chr04.1341,red
evm.TU.Chr05.1039,grey
evm.TU.Chr10.1120,grey
evm.TU.Chr04.897,blue
evm.TU.Chr06.1714,brown
evm.TU.Chr01.872,grey
evm.TU.Chr10.1224,red
evm.TU.ctg2.50,green
evm.TU.Chr03.2245,blue
evm.TU.Chr08.927,grey
evm.TU.Chr01.734,turquoise
evm.TU.Chr08.1214,blue
evm.TU.Chr03.1499,black
evm.TU.Chr01.3036,turquoise
evm.TU.Chr04.1077,yellow
evm.TU.Chr09.1932,yellow
evm.TU.Chr05.663,grey
evm.TU.Chr06.984,blue
evm.TU.Chr01.1140,brown
evm.TU.Chr05.2389,grey
evm.TU.Chr05.2539,turquoise
evm.TU.Chr01.3026,green
evm.TU.Chr08.860,turquoise
evm.TU.Chr03.2242,red
evm.TU.Chr04.948,blue
evm.TU.Chr08.2388,turquoise
evm.TU.Chr03.2742,blue
evm.TU.Chr04.1708,brown
evm.TU.Chr01.740,turquoise
evm.TU.Chr01.2762,grey
evm.TU.Chr10.1184,grey
evm.TU.Chr01.1938,red
evm.TU.Chr06.1847,grey
evm.TU.Chr02.1445,blue
evm.TU.Chr10.1720,green
evm.TU.Chr10.762,green
evm.TU.Chr07.1125,blue
evm.TU.Chr10.1193,brown
evm.TU.Chr06.3034,grey
evm.TU.Chr01.248,red
evm.TU.Chr10.1392,grey
evm.TU.Chr09.300,red
evm.TU.Chr10.1634,brown
evm.TU.Chr04.1011,blue
evm.TU.Chr10.541,blue
evm.TU.Chr02.32,grey
evm.TU.ctg3.274,grey
evm.TU.Chr07.503,turquoise
evm.TU.Chr04.900,brown
evm.TU.Chr01.2615,yellow
evm.TU.Chr05.2520,turquoise
evm.TU.Chr01.1324,turquoise
evm.TU.Chr07.793,black
evm.TU.Chr01.1628,turquoise
evm.TU.Chr04.2772,yellow
evm.TU.Chr05.246,blue
evm.TU.Chr09.1504,turquoise
evm.TU.ctg209.3,blue
evm.TU.Chr05.2572,turquoise
evm.TU.Chr04.1411,blue
evm.TU.Chr08.2839,blue
evm.TU.Chr09.2001,brown
evm.TU.Chr07.2490,turquoise
evm.TU.Chr05.1484,red
evm.TU.Chr01.3100,turquoise
evm.TU.Chr04.2406,brown
evm.TU.Chr05.1345,blue
evm.TU.Chr10.346,grey
evm.TU.Chr08.880,brown
evm.TU.Chr01.329,turquoise
evm.TU.ctg2.332,brown
evm.TU.Chr09.1484,grey
evm.TU.ctg2.51,grey
evm.TU.Chr04.1782,brown
evm.TU.Chr10.1472,blue
evm.TU.Chr02.384,red
evm.TU.Chr01.902,green
evm.TU.Chr02.2546,brown
evm.TU.Chr04.1459,grey
evm.TU.Chr07.2210,turquoise
evm.TU.Chr04.3051,blue
evm.TU.Chr06.406,grey
evm.TU.Chr04.1773,grey
evm.TU.Chr06.2297,grey
evm.TU.Chr01.1962,green
evm.TU.Chr09.995,yellow
evm.TU.Chr03.2227,green
evm.TU.Chr08.827,turquoise
evm.TU.Chr06.2406,yellow
evm.TU.Chr02.430,grey
evm.TU.Chr02.1691,brown
evm.TU.Chr05.3316,blue
evm.TU.Chr02.468,yellow
evm.TU.Chr02.1318,green
evm.TU.Chr07.910,grey
evm.TU.Chr08.1548,green
evm.TU.Chr03.2479_evm.TU.Chr03.2480,blue
evm.TU.Chr01.128,grey
evm.TU.Chr05.3138,green
evm.TU.Chr07.2531,green
evm.TU.Chr04.3075,blue
evm.TU.Chr02.2076,grey
evm.TU.Chr08.2399,grey
evm.TU.Chr01.3259,blue
evm.TU.Chr03.1936,turquoise
evm.TU.Chr03.1262,turquoise
evm.TU.Chr09.1877,turquoise
evm.TU.Chr09.177,brown
evm.TU.Chr03.728,turquoise
evm.TU.Chr10.1749,yellow
evm.TU.Chr01.551,grey
evm.TU.Chr04.3159,turquoise
evm.TU.Chr01.2044,yellow
evm.TU.Chr05.1936,yellow
evm.TU.Chr05.3283,blue
evm.TU.Chr02.1399,grey
evm.TU.Chr01.695,yellow
evm.TU.Chr09.1610,grey
evm.TU.Chr02.1449,turquoise
evm.TU.Chr08.2884,blue
evm.TU.Chr04.804,turquoise
evm.TU.Chr02.1222,grey
evm.TU.Chr09.1079_evm.TU.Chr09.1080,red
evm.TU.Chr07.1876,grey
evm.TU.Chr03.2984,grey
evm.TU.Chr04.1252,brown
evm.TU.Chr03.1918,blue
evm.TU.Chr03.643,blue
evm.TU.Chr03.635,blue
evm.TU.Chr05.1657,green
evm.TU.Chr01.2988,turquoise
evm.TU.ctg1.451,red
evm.TU.Chr08.2874,turquoise
evm.TU.Chr08.1610,blue
evm.TU.Chr04.302,grey
evm.TU.Chr08.3113,blue
evm.TU.Chr03.1394,red
evm.TU.Chr04.1772,green
evm.TU.Chr05.1236,blue
evm.TU.Chr07.1161,brown
evm.TU.Chr06.2693,grey
evm.TU.Chr08.251,blue
evm.TU.Chr03.2267,blue
evm.TU.Chr09.738,brown
evm.TU.Chr09.936,turquoise
evm.TU.Chr09.2159,brown
evm.TU.Chr08.2004,blue
evm.TU.Chr05.2770,black
evm.TU.Chr01.3246,yellow
evm.TU.Chr01.381,brown
evm.TU.Chr03.2180,turquoise
evm.TU.Chr02.1520,grey
evm.TU.Chr04.437,black
evm.TU.ctg4.22,red
evm.TU.Chr02.1361,grey
evm.TU.Chr01.3221,green
evm.TU.ctg278.97,blue
evm.TU.Chr10.300,brown
evm.TU.Chr08.2607,turquoise
evm.TU.Chr03.2799,brown
evm.TU.Chr03.3497,grey
evm.TU.Chr07.1267,grey
evm.TU.Chr06.1659,turquoise
evm.TU.Chr08.2528,grey
evm.TU.Chr04.2628,blue
evm.TU.Chr02.239,black
evm.TU.Chr07.2457,turquoise
evm.TU.Chr05.660,grey
evm.TU.Chr09.2136,yellow
evm.TU.ctg281.22,grey
evm.TU.Chr01.1549,grey
evm.TU.Chr08.470,turquoise
evm.TU.Chr04.901,brown
evm.TU.Chr03.2133,turquoise
evm.TU.Chr04.1737,grey
evm.TU.Chr10.849,grey
evm.TU.Chr01.1430,yellow
evm.TU.Chr05.2269,turquoise
evm.TU.Chr08.2426,brown
evm.TU.Chr05.1787,blue
evm.TU.Chr02.993,turquoise
evm.TU.Chr02.1491,black
evm.TU.Chr04.3139,black
evm.TU.Chr01.2439,yellow
evm.TU.Chr08.3119,green
evm.TU.Chr09.119,brown
evm.TU.Chr02.257,grey
evm.TU.Chr08.1423,green
evm.TU.Chr05.2818,turquoise
evm.TU.Chr01.1391,grey
evm.TU.Chr01.2170,brown
evm.TU.Chr09.2271,green
evm.TU.Chr03.1614,yellow
evm.TU.Chr01.276,black
evm.TU.Chr08.1143,turquoise
evm.TU.Chr03.1096,grey
evm.TU.Chr04.380,blue
evm.TU.Chr04.537,grey
evm.TU.Chr05.1508,turquoise
evm.TU.Chr06.888,blue
evm.TU.Chr09.48,grey
evm.TU.Chr10.1338,grey
evm.TU.Chr04.1059,blue
evm.TU.Chr07.1539,turquoise
evm.TU.Chr03.234,yellow
evm.TU.Chr04.405,green
evm.TU.Chr06.2765,yellow
evm.TU.ctg2.321,grey
evm.TU.Chr06.1679,blue
evm.TU.Chr01.1227,turquoise
evm.TU.Chr04.248,turquoise
evm.TU.Chr08.981,blue
evm.TU.Chr02.1679,brown
evm.TU.Chr06.1299,grey
evm.TU.Chr05.2176,black
evm.TU.Chr05.2796,grey
evm.TU.ctg279.160,green
evm.TU.Chr05.2316,turquoise
evm.TU.Chr06.1730,turquoise
evm.TU.Chr09.355,grey
evm.TU.Chr09.579,green
evm.TU.Chr05.3361,black
evm.TU.Chr01.2119_evm.TU.Chr01.2123,grey
evm.TU.Chr09.131,green
evm.TU.Chr02.2528,grey
evm.TU.Chr09.1662,turquoise
evm.TU.Chr08.289,black
evm.TU.Chr04.220,turquoise
evm.TU.Chr01.2361,yellow
evm.TU.Chr01.2520,yellow
evm.TU.Chr08.2453,yellow
evm.TU.Chr08.670,red
evm.TU.Chr10.1417,red
evm.TU.Chr04.1270,grey
evm.TU.Chr09.2107,grey
evm.TU.Chr09.2015,brown
evm.TU.Chr09.1179,brown
evm.TU.Chr05.2888,green
evm.TU.Chr05.238,turquoise
evm.TU.Chr05.2846,brown
evm.TU.ctg277.12,red
evm.TU.Chr10.959,grey
evm.TU.Chr05.1113,turquoise
evm.TU.Chr04.1307,black
evm.TU.Chr09.165,grey
evm.TU.Chr06.3102,turquoise
evm.TU.Chr08.327,red
evm.TU.Chr03.860,yellow
evm.TU.ctg2.146,yellow
